,pearson_ht29_to_pc3,pearson_pc3_to_ht29,pearson_a375_to_pc3,pearson_pc3_to_a375,spear_ht29_to_pc3,spear_pc3_to_ht29,spear_a375_to_pc3,spear_pc3_to_a375,acc_ht29_to_pc3,acc_pc3_to_ht29,acc_a375_to_pc3,acc_pc3_to_a375,recon_pear,recon_spear,recon_acc,Direct_pearson_ht29,Direct_pearson_a375,Direct_spearman_ht29,Direct_spearman_a375,DirectAcc_ht29_to_pc3,DirectAcc_pc3_to_ht29,DirectAcc_a375_to_pc3,DirectAcc_pc3_to_a375
0,0.4773520827293396,0.4818408787250519,0.6761610507965088,0.5105640888214111,0.5944218882173262,0.628105481896969,0.6133873980232866,0.6571431207414805,0.7116564417177914,0.7248466257668712,0.7164621676891615,0.7369120654396728,0.8238744735717773,0.7931748455140645,0.8114340738975915,0.43983644247055054,0.4655536115169525,0.41726143738484567,0.41681380713365224,0.6474437627811861,0.6474437627811861,0.6425357873210634,0.6425357873210634
1,0.36377790570259094,0.3825327157974243,0.6569623351097107,0.5107272863388062,0.5126180886095645,0.5151553278721291,0.5947790056278782,0.6319190327112661,0.6812823288824732,0.6752075063154096,0.7125586430891375,0.7286178274990978,0.820963978767395,0.7864045407810193,0.8083844580777096,0.3221885561943054,0.42136263847351074,0.32745887506980975,0.3675376382541611,0.6127150246601708,0.6127150246601708,0.6406231204138096,0.6406231204138096
2,0.5385561585426331,0.6089714765548706,0.748081386089325,0.5450800061225891,0.6562101004470875,0.7417789869228765,0.6486558033331173,0.705986419761908,0.7255169279709156,0.7645989547830039,0.7240683935469212,0.7494603499204726,0.8313519358634949,0.7940753230928228,0.811218909021734,0.4745509922504425,0.4941678047180176,0.3984262550417068,0.4096138928290627,0.6279254714837537,0.6279254714837537,0.6358782094978416,0.6358782094978416
3,0.4228323996067047,0.45847228169441223,0.605840265750885,0.4383711814880371,0.5636894687307163,0.5857094456736492,0.5543644554817164,0.5845975451424884,0.6979038854805726,0.7071063394683027,0.6972903885480572,0.7105316973415132,0.8161377310752869,0.7935168233573777,0.8085581917223158,0.43677911162376404,0.4388618469238281,0.406537821987434,0.4048557549126725,0.6457055214723926,0.6457055214723926,0.6379345603271984,0.6379345603271984
4,0.5852484107017517,0.641341507434845,0.7729102969169617,0.6242673993110657,0.6906507018036349,0.728995587348798,0.6845239340173667,0.6803674075379736,0.7605901256208005,0.7785203038270522,0.7551855097867367,0.7490505404615834,0.8482344150543213,0.7973838266354386,0.8136862208250942,0.6274711489677429,0.6276248693466187,0.5504736864746892,0.5437761557725755,0.7091002044989775,0.7091002044989775,0.6906952965235174,0.6906952965235174
5,0.44722992181777954,0.513923704624176,0.6237788796424866,0.5224406123161316,0.5261923679459196,0.597197070813428,0.5233320419523283,0.5819030346539492,0.6811179277436946,0.6975460122699387,0.6827539195637354,0.7045671438309475,0.8206081390380859,0.7741412211493031,0.8002726653033401,0.4249288737773895,0.41284602880477905,0.3817425443780751,0.3700418538244092,0.6248807089297886,0.6248807089297886,0.6225630538513973,0.6225630538513973
6,0.43546146154403687,0.493642121553421,0.6713624596595764,0.48240774869918823,0.5774116332003201,0.5915740649946941,0.6046491780166007,0.5944306492021937,0.7009202453987728,0.707566462167689,0.711377579475739,0.7025469418107456,0.8122512698173523,0.7791608309747007,0.801973859695919,0.45094799995422363,0.45338431000709534,0.3978643224363576,0.39783283062016594,0.6357129577988473,0.6357129577988473,0.6385015802193716,0.6385015802193716
7,0.46902546286582947,0.5666565895080566,0.6158961653709412,0.42419320344924927,0.6075231612160263,0.6449339068732092,0.6112311288962766,0.5918902568594895,0.7092505713942018,0.7340310357271743,0.7068447010706123,0.7028750150366896,0.8087067604064941,0.7709853350375871,0.7955196133110244,0.4505714774131775,0.4160148501396179,0.396771376636873,0.3944258675937429,0.6356309394923613,0.6356309394923613,0.6329844821364128,0.6329844821364128
8,0.44126877188682556,0.487213671207428,0.6400906443595886,0.5312076210975647,0.5557631088895392,0.5873704430444011,0.5752173959573065,0.5891822340101887,0.6960633946830266,0.6982361963190185,0.7027735173824131,0.7021344580777096,0.8403966426849365,0.7892185043166711,0.8059511078591396,0.43419843912124634,0.4453020691871643,0.3803162904501456,0.3867115568448488,0.6292177914110431,0.6292177914110431,0.6361196319018405,0.6361196319018405
9,0.46999576687812805,0.4818861484527588,0.6409469246864319,0.48303160071372986,0.5688948266674132,0.6152124898830352,0.5488787938142313,0.5936106384730792,0.6998409452397183,0.716144058168598,0.6896728016359918,0.7054646671211089,0.8366516828536987,0.7938388150050264,0.8090237476740545,0.4850884675979614,0.4736286997795105,0.40450519650071853,0.4068039178491387,0.6425812315382867,0.6425812315382867,0.6437173369688707,0.6437173369688707
