,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.7330352067947388,0.6776140332221985,0.6584712138364758,0.6208196291836388,0.7289110429447853,0.7231083844580777,0.8343164920806885,0.8106561303138733,0.7792120614785628,0.7414738277532105,0.7983733035880275,0.7801550783912747,0.5944613814353943,0.5978705286979675,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6894599795341492,0.6948869228363037,0.5798414981641011,0.5804584213206241,0.7013803680981595,0.7091513292433539,0.8234900236129761,0.8018417954444885,0.7612294629435095,0.7258429764394949,0.7908068414203383,0.7720006816632583,0.5727257132530212,0.5945357084274292,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,0.7847267985343933,0.7480995655059814,0.6801961554046821,0.66329057531389,0.7389059304703476,0.736375255623722,0.8023139238357544,0.8233777284622192,0.7401241660774752,0.7599533724419298,0.7785090165458265,0.7888377641445126,0.5713850259780884,0.5998778343200684,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,0.7205609679222107,0.6704577803611755,0.5828466261724377,0.5733929369748066,0.7100715746421269,0.7053680981595092,0.8172318339347839,0.8084340691566467,0.7519786694926404,0.7328962674187256,0.7881576501208403,0.776550783912747,0.5261187553405762,0.5731489062309265,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,0.7357645630836487,0.7009437084197998,0.6112220409302853,0.6175749171875199,0.7162576687116564,0.7144427402862986,0.8361598253250122,0.8179915547370911,0.782262084410634,0.7330104140074596,0.806980851459379,0.7738241308793457,0.5998029112815857,0.6220281720161438,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,0.6849091053009033,0.6371406316757202,0.5837464282490271,0.5656105768400265,0.7088190184049079,0.7003323108384458,0.837945818901062,0.8218410611152649,0.7844358548748636,0.7676350631880643,0.8078825060420153,0.7969069529652352,0.571800947189331,0.6283056735992432,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,0.686076283454895,0.5996820330619812,0.5779116338174483,0.5246758745324174,0.7004601226993865,0.678680981595092,0.836552619934082,0.8066425919532776,0.7806285615397288,0.7490277579929777,0.8052054285183121,0.7841939331970007,0.543185293674469,0.5554278492927551,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,0.7409058809280396,0.6557798385620117,0.6719206069490357,0.6204984772399362,0.7424846625766872,0.7216002044989775,0.8442139625549316,0.7967910170555115,0.7943960050138498,0.7455193653505522,0.8166294850343928,0.7860003408316292,0.5524172782897949,0.6126971244812012,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,0.6581367254257202,0.5850037932395935,0.5359046830879054,0.49717749077803947,0.6824386503067486,0.671165644171779,0.8163658380508423,0.8019371628761292,0.7687733780228491,0.7530338751111191,0.7951199107640826,0.7863411724608045,0.5332614779472351,0.5393623113632202,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,0.6581325531005859,0.6240832805633545,0.5833246509192438,0.5657574812184795,0.7045245398773006,0.7001278118609408,0.8129175901412964,0.7965039014816284,0.7575477150302843,0.7502467025673811,0.7883807399144823,0.7855316973415133,0.5691947937011719,0.5728086233139038,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
