,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,cross_corr_ht29,cross_corr_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,0.716159462928772,0.6309934258460999,0.6502767530554898,0.5965620790131002,0.7238241308793456,0.709534764826176,0.7995356917381287,0.7771449685096741,0.7286586467002828,0.6961342950804102,0.7723089793641942,0.7552062031356511,0.5588238835334778,0.5373421907424927,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,0.6634083986282349,0.6836035251617432,0.5455490216021579,0.5625671352504689,0.689877300613497,0.7020194274028629,0.7847111821174622,0.769632875919342,0.6905362240011573,0.672451442304915,0.7580405279791783,0.7497955010224949,0.5570807456970215,0.5693238377571106,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,0.7843132615089417,0.7278035879135132,0.6671232574348706,0.6129850592765986,0.7339212678936605,0.7118609406952965,0.771299421787262,0.7596520781517029,0.6879031324611163,0.6525141006940693,0.753746049451571,0.7355402181322427,0.5523416996002197,0.5428953766822815,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,0.696684718132019,0.6748718023300171,0.5499788735169682,0.5676432215458165,0.6893660531697341,0.7058026584867075,0.7703255414962769,0.7719667553901672,0.6686626300078099,0.6754616599644087,0.7450455474995351,0.7511588275391957,0.4788597524166107,0.5299628376960754,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,0.756742537021637,0.6909567713737488,0.6317464262130729,0.5841129939208025,0.724284253578732,0.7016359918200409,0.8102887868881226,0.7802073359489441,0.7430861025275869,0.6775724096748821,0.7875348577802566,0.7513377641445126,0.6007648706436157,0.6201035976409912,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,0.7113275527954102,0.6571881771087646,0.6135185685907232,0.5730849331073692,0.7227505112474437,0.7037832310838447,0.800294041633606,0.7848319411277771,0.7342248021462833,0.7110632872318777,0.7833240379252648,0.7688309475119292,0.5676751732826233,0.5810968279838562,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,0.6646631956100464,0.5882812142372131,0.5454879964809886,0.5438146825280947,0.688062372188139,0.6893660531697341,0.7944664359092712,0.754094123840332,0.7164921388261185,0.6760332548697365,0.7737962446551402,0.7491905248807088,0.5205293893814087,0.49476736783981323,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,0.6990962624549866,0.6620175838470459,0.6253393385879356,0.6079440937998484,0.7254601226993864,0.7137525562372188,0.8051139116287231,0.7500776052474976,0.7329874262124448,0.682597257752912,0.7850158021937164,0.7552232447171098,0.5155055522918701,0.557044506072998,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,0.6601585149765015,0.5914683938026428,0.5422340816102219,0.5099795880576987,0.6866820040899796,0.6777607361963189,0.7878009676933289,0.7741608023643494,0.732189801322764,0.7176311172535317,0.7795408068414201,0.7713786639400136,0.5267091393470764,0.532316267490387,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,0.6590908765792847,0.6333972811698914,0.5789906984295872,0.5772073147834591,0.7009202453987731,0.7066717791411042,0.7834532856941223,0.7507542967796326,0.7127820270268167,0.6971554329124783,0.7675404350250975,0.7608043626448534,0.5411840677261353,0.5323709845542908,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
