,F1_score,ClassAccuracy,model_pearsonHT29,model_pearsonA375,model_spearHT29,model_spearA375,model_accHT29,model_accA375,recon_pear_ht29,recon_pear_a375,recon_spear_ht29,recon_spear_a375,recon_acc_ht29,recon_acc_a375,Direct_pearson,Direct_spearman,DirectAcc_ht29,DirectAcc_a375
0,1.0,1.0,0.7279066443443298,0.6712407469749451,0.6435271818114778,0.6190763119005839,0.7240286298568507,0.720961145194274,0.830055296421051,0.8116803169250488,0.776865143241177,0.7407731760724597,0.7964956311582079,0.7782890252215406,0.5206855535507202,0.46303116864283284,0.6627300613496933,0.6627300613496933
1,1.0,1.0,0.6964447498321533,0.6956259608268738,0.5736394281795923,0.585285659994588,0.6990797546012268,0.7126278118609407,0.8259680867195129,0.8060356974601746,0.7638652798571407,0.736381099991686,0.7912994980479642,0.7790899795501023,0.4794166088104248,0.4203035512506793,0.6498466257668711,0.6498466257668711
2,1.0,1.0,0.7897905707359314,0.745031476020813,0.682207079425007,0.6628098269587352,0.7411042944785275,0.7379345603271983,0.8054839372634888,0.8245880007743835,0.7480322140758602,0.7585743602495801,0.7834448782301543,0.787678936605317,0.5004222393035889,0.43260756175577236,0.644836400817996,0.644836400817996
3,1.0,1.0,0.7149652242660522,0.6763942241668701,0.5819397428370461,0.5853621756816805,0.7061605316973415,0.7115286298568506,0.820408046245575,0.813500702381134,0.7538132207570083,0.7411502654835497,0.788148354712772,0.7810923653715065,0.44552382826805115,0.39339340574144455,0.6358895705521472,0.6358895705521472
4,1.0,1.0,0.7348917126655579,0.7012143135070801,0.6300067483053555,0.6177962418053204,0.721881390593047,0.7158742331288344,0.8340543508529663,0.8206313848495483,0.7828939459541012,0.7415482773010076,0.8045547499535228,0.779848329925017,0.5428716540336609,0.44250330575762253,0.6531441717791411,0.6531441717791411
5,1.0,1.0,0.6931207776069641,0.6476572155952454,0.5892135874023271,0.5722176759488935,0.7093047034764826,0.701278118609407,0.8359832167625427,0.8181314468383789,0.7846279393682412,0.7576058399009595,0.8090072504182934,0.7919222903885481,0.45602622628211975,0.4331634256700152,0.6545245398773006,0.6545245398773006
6,1.0,1.0,0.6525769233703613,0.6019945740699768,0.5489350397089752,0.5258888612432464,0.6916922290388549,0.6830010224948875,0.836000382900238,0.7978332042694092,0.7796179864180373,0.7369840677694993,0.8048150213794386,0.7789195637355147,0.3912511467933655,0.35391626058167847,0.6184049079754601,0.6184049079754601
7,1.0,1.0,0.7352964878082275,0.6589015126228333,0.6718478862265986,0.6200021365313135,0.7430981595092024,0.7217280163599182,0.8454697728157043,0.7929353713989258,0.7962699593316743,0.7440140217335589,0.8156255809630044,0.7853698023176551,0.4556507170200348,0.433181901263805,0.6524284253578732,0.6524284253578732
8,1.0,1.0,0.6489881277084351,0.584047794342041,0.5206912049227769,0.49036166997586694,0.6782464212678937,0.6675357873210634,0.8200036287307739,0.8054572939872742,0.771003406635057,0.7547519057338951,0.7976203755344861,0.7880623721881391,0.3736864924430847,0.33768846174922024,0.6101482617586912,0.6101482617586912
9,1.0,1.0,0.6514336466789246,0.6070573329925537,0.5725035458775103,0.5536297981937226,0.7018404907975461,0.6958077709611452,0.8125345706939697,0.7882847785949707,0.7501705057742187,0.7414466900745182,0.7841885108756272,0.7795160190865713,0.4139716327190399,0.372399279128891,0.6288087934560327,0.6288087934560327
