,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,model,set,cell,iteration
0,0.6930547952651978,0.6983029842376709,0.7584924697875977,0.7624721527099609,model,validation,PC3,0
1,0.6947926878929138,0.7066855430603027,0.7605003714561462,0.7699751853942871,model,validation,PC3,0
2,0.702643871307373,0.7064458727836609,0.762564480304718,0.7678807973861694,model,validation,PC3,0
3,0.675345778465271,0.6910034418106079,0.7473733425140381,0.7560822367668152,model,validation,PC3,0
4,0.705025315284729,0.7145061492919922,0.7699571847915649,0.7773019075393677,model,validation,PC3,0
0,0.0016226144507527351,-0.0039061836432665586,0.32869741320610046,0.32613393664360046,shuffled,validation,PC3,0
1,0.00704314187169075,-0.001544891856610775,0.33515143394470215,0.3211963176727295,shuffled,validation,PC3,0
2,0.005757967475801706,0.012504059821367264,0.333501398563385,0.3316024839878082,shuffled,validation,PC3,0
3,0.008513906970620155,0.0047366004437208176,0.32181721925735474,0.3220489025115967,shuffled,validation,PC3,0
4,0.0033378927037119865,0.008949016220867634,0.32863131165504456,0.33578959107398987,shuffled,validation,PC3,0
0,0.6976397633552551,0.6893528699874878,0.7623275518417358,0.7593046426773071,model,validation,PC3,1
1,0.7004943490028381,0.6958286166191101,0.7675774693489075,0.7621927857398987,model,validation,PC3,1
2,0.7080286145210266,0.6991369724273682,0.7690963745117188,0.7635579109191895,model,validation,PC3,1
3,0.6848176717758179,0.6809209585189819,0.753247082233429,0.7502588629722595,model,validation,PC3,1
4,0.711307942867279,0.7078835964202881,0.7760425209999084,0.7729706764221191,model,validation,PC3,1
0,-0.006423250772058964,-0.003695811377838254,0.3335729241371155,0.3269178867340088,shuffled,validation,PC3,1
1,0.0014508274616673589,0.006431932561099529,0.32778292894363403,0.3244082033634186,shuffled,validation,PC3,1
2,0.015938526019454002,0.002673209412023425,0.3308132290840149,0.3188161849975586,shuffled,validation,PC3,1
3,0.003120352979749441,0.011845754459500313,0.3239191174507141,0.3196815252304077,shuffled,validation,PC3,1
4,0.009781896136701107,0.010286487638950348,0.3286129832267761,0.33406129479408264,shuffled,validation,PC3,1
0,0.7037892937660217,0.6872841715812683,0.7662568092346191,0.7546805143356323,model,validation,PC3,2
1,0.7063772082328796,0.6956820487976074,0.7683440446853638,0.7616463303565979,model,validation,PC3,2
2,0.7117277383804321,0.6997111439704895,0.7695572972297668,0.7614527344703674,model,validation,PC3,2
3,0.694912850856781,0.6759608387947083,0.7566731572151184,0.7454437613487244,model,validation,PC3,2
4,0.7166425585746765,0.7011069655418396,0.7780523300170898,0.7682322859764099,model,validation,PC3,2
0,-0.00030622872873209417,-0.0055664945393800735,0.3290224075317383,0.32954272627830505,shuffled,validation,PC3,2
1,-0.0027123650070279837,-0.0026632030494511127,0.33609357476234436,0.33122387528419495,shuffled,validation,PC3,2
2,-0.004306446760892868,0.002012926619499922,0.3254726231098175,0.33691585063934326,shuffled,validation,PC3,2
3,-0.011587084271013737,-0.007564552128314972,0.3240835666656494,0.32742905616760254,shuffled,validation,PC3,2
4,0.0008711746195331216,-0.007575445342808962,0.33066532015800476,0.3274232745170593,shuffled,validation,PC3,2
0,0.6982513666152954,0.6940913796424866,0.7608124017715454,0.7598590850830078,model,validation,PC3,3
1,0.6996382474899292,0.698563814163208,0.7652445435523987,0.763153612613678,model,validation,PC3,3
2,0.7057304978370667,0.7064748406410217,0.7656983137130737,0.7657715082168579,model,validation,PC3,3
3,0.685388445854187,0.6827287673950195,0.7529796957969666,0.7502189874649048,model,validation,PC3,3
4,0.7069967985153198,0.7052341103553772,0.7745112180709839,0.7721824645996094,model,validation,PC3,3
0,0.0025356144178658724,0.006293129175901413,0.33070844411849976,0.3265148103237152,shuffled,validation,PC3,3
1,0.004312618635594845,0.00460929935798049,0.33148565888404846,0.33054471015930176,shuffled,validation,PC3,3
2,6.953046249691397e-05,0.001678335596807301,0.3351837396621704,0.3400993049144745,shuffled,validation,PC3,3
3,-0.005515474826097488,-0.0059858583845198154,0.33124327659606934,0.3278695046901703,shuffled,validation,PC3,3
4,-0.00709567591547966,-0.011582836508750916,0.3365226089954376,0.3289039134979248,shuffled,validation,PC3,3
0,0.6971184611320496,0.6977816224098206,0.7593078017234802,0.7611306309700012,model,validation,PC3,4
1,0.6979131698608398,0.7042199969291687,0.760360062122345,0.7677959203720093,model,validation,PC3,4
2,0.702646791934967,0.7098784446716309,0.7640540599822998,0.7690044045448303,model,validation,PC3,4
3,0.680931031703949,0.6885262131690979,0.7458588480949402,0.7554481625556946,model,validation,PC3,4
4,0.7065111398696899,0.7117089629173279,0.7701444029808044,0.7751410007476807,model,validation,PC3,4
0,-0.0064971838146448135,-0.0011489371536299586,0.3205818235874176,0.323516845703125,shuffled,validation,PC3,4
1,-0.00146038131788373,0.001220169709995389,0.3245527744293213,0.32842597365379333,shuffled,validation,PC3,4
2,-0.0077933394350111485,-0.008143510669469833,0.3284820020198822,0.33691421151161194,shuffled,validation,PC3,4
3,-0.002203622367233038,-0.002125129569321871,0.31476080417633057,0.32415807247161865,shuffled,validation,PC3,4
4,0.00635373592376709,0.0017499052919447422,0.32683345675468445,0.32979944348335266,shuffled,validation,PC3,4
