,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,model,set,cell,iteration
0,0.348164439201355,0.34735026955604553,0.6209730505943298,0.6193264722824097,model,validation,HUVEC,0
1,0.4024766683578491,0.3399208188056946,0.6302475333213806,0.6284480094909668,model,validation,HUVEC,0
2,0.39625284075737,0.37151095271110535,0.6313105821609497,0.6408110857009888,model,validation,HUVEC,0
3,0.37042033672332764,0.3680470883846283,0.6636767387390137,0.6616659164428711,model,validation,HUVEC,0
4,0.4250071942806244,0.3850712180137634,0.6686136722564697,0.6578441262245178,model,validation,HUVEC,0
0,0.008153756149113178,-0.014994283206760883,0.23913481831550598,0.25810980796813965,shuffled,validation,HUVEC,0
1,0.0036694558802992105,0.011837263591587543,0.25010791420936584,0.241428941488266,shuffled,validation,HUVEC,0
2,0.004474417306482792,-0.016791433095932007,0.2524138391017914,0.26044759154319763,shuffled,validation,HUVEC,0
3,-0.006079481448978186,-0.0049660829827189445,0.26742133498191833,0.23702646791934967,shuffled,validation,HUVEC,0
4,0.025705521926283836,0.015386752784252167,0.2464638501405716,0.23254284262657166,shuffled,validation,HUVEC,0
0,0.30967095494270325,0.31819626688957214,0.6276920437812805,0.621016263961792,model,validation,HUVEC,1
1,0.3987117409706116,0.39035022258758545,0.634466290473938,0.6279968023300171,model,validation,HUVEC,1
2,0.43048763275146484,0.4043838083744049,0.6446687579154968,0.6255182027816772,model,validation,HUVEC,1
3,0.3572762906551361,0.3713608980178833,0.6622404456138611,0.6650053262710571,model,validation,HUVEC,1
4,0.36270737648010254,0.3440244495868683,0.6560083627700806,0.6686030626296997,model,validation,HUVEC,1
0,0.0026931879110634327,0.005952274426817894,0.24818024039268494,0.23697122931480408,shuffled,validation,HUVEC,1
1,0.004060991108417511,-0.001156336860731244,0.24137245118618011,0.24584539234638214,shuffled,validation,HUVEC,1
2,0.007167997770011425,0.013606472872197628,0.22874818742275238,0.2662869989871979,shuffled,validation,HUVEC,1
3,0.01361495815217495,0.00955905020236969,0.2482004314661026,0.2385975569486618,shuffled,validation,HUVEC,1
4,0.0015475330874323845,0.02083437889814377,0.25062066316604614,0.25338345766067505,shuffled,validation,HUVEC,1
0,0.31603217124938965,0.3653436601161957,0.6228108406066895,0.6205701231956482,model,validation,HUVEC,2
1,0.4002760052680969,0.41089653968811035,0.6252194046974182,0.6338057518005371,model,validation,HUVEC,2
2,0.35478124022483826,0.36981019377708435,0.631625235080719,0.6372687220573425,model,validation,HUVEC,2
3,0.34823304414749146,0.3293347656726837,0.6537275910377502,0.6700471043586731,model,validation,HUVEC,2
4,0.4053754508495331,0.43337297439575195,0.6487634778022766,0.6746500134468079,model,validation,HUVEC,2
0,-0.02937290631234646,-0.02851051278412342,0.2436770796775818,0.24121832847595215,shuffled,validation,HUVEC,2
1,0.0017029570881277323,-0.001971303718164563,0.26296186447143555,0.23640401661396027,shuffled,validation,HUVEC,2
2,-0.008336113765835762,0.02211850881576538,0.2512252926826477,0.2418559342622757,shuffled,validation,HUVEC,2
3,0.001681544934399426,-0.008897715248167515,0.25984466075897217,0.26498129963874817,shuffled,validation,HUVEC,2
4,-0.007027998100966215,0.0019914733711630106,0.24095362424850464,0.26116207242012024,shuffled,validation,HUVEC,2
0,0.34652072191238403,0.35726553201675415,0.6173727512359619,0.624388575553894,model,validation,HUVEC,3
1,0.3669853210449219,0.38180243968963623,0.6390916109085083,0.6233468055725098,model,validation,HUVEC,3
2,0.36960187554359436,0.3638625741004944,0.6373236179351807,0.633507490158081,model,validation,HUVEC,3
3,0.35613033175468445,0.32473480701446533,0.6702130436897278,0.6569259762763977,model,validation,HUVEC,3
4,0.3641953468322754,0.37619486451148987,0.6595345139503479,0.6669769287109375,model,validation,HUVEC,3
0,0.01975773647427559,0.03130285069346428,0.24307991564273834,0.25985774397850037,shuffled,validation,HUVEC,3
1,0.01538922544568777,0.0052817203104496,0.23232686519622803,0.2610277533531189,shuffled,validation,HUVEC,3
2,-0.003362583462148905,-0.002654424635693431,0.25339871644973755,0.2503141760826111,shuffled,validation,HUVEC,3
3,-0.004426158498972654,-0.013156857341527939,0.23911741375923157,0.26068979501724243,shuffled,validation,HUVEC,3
4,-0.010804248973727226,-0.005949585232883692,0.2254326492547989,0.2547819912433624,shuffled,validation,HUVEC,3
0,0.33709636330604553,0.3287988305091858,0.6238645911216736,0.6181799173355103,model,validation,HUVEC,4
1,0.3955439031124115,0.40614327788352966,0.6291378140449524,0.6321710348129272,model,validation,HUVEC,4
2,0.36655962467193604,0.3777486979961395,0.6344423294067383,0.6307055354118347,model,validation,HUVEC,4
3,0.4071975648403168,0.39362865686416626,0.665887176990509,0.6564077734947205,model,validation,HUVEC,4
4,0.3660199046134949,0.3729221820831299,0.6604272127151489,0.6678175330162048,model,validation,HUVEC,4
0,-0.0013666088925674558,-0.010566025972366333,0.24360153079032898,0.2381020337343216,shuffled,validation,HUVEC,4
1,0.009046505205333233,-0.008746525272727013,0.2417382448911667,0.23382532596588135,shuffled,validation,HUVEC,4
2,-0.009913728572428226,0.008859370835125446,0.24439842998981476,0.26268553733825684,shuffled,validation,HUVEC,4
3,0.01243310421705246,0.013748597353696823,0.2550964057445526,0.27554431557655334,shuffled,validation,HUVEC,4
4,0.0022970307618379593,-0.0024480780120939016,0.2629353404045105,0.2563358247280121,shuffled,validation,HUVEC,4
