,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,cell,iteration,fold
0,-0.07321807742118835,-0.057483501732349396,0.9306842088699341,0.9283807873725891,MCF7,1,1
1,0.05110090225934982,-0.008177596144378185,0.9320799708366394,0.9298225045204163,MCF7,1,1
